formatted_input
"2nd of 8, involved in finish | [RACE]: A trio that had contested the Britannia, including the third and the fifth, took on 5 going up in grade, 3 of them handicap debutants, the Ascot third just prevailing over a 66/1-on Brighton winner, the latter bumping the former and earning his rider a 4-day ban, the race overall rather messy and the form possibly muddling; the field raced as one group up the centre after around 1f, the runner-up setting a fair tempo. | [HORSE]: had no more than a piece of work in a match at Brighton recently, beating a filly who's been given a BHA mark of 29. He nearly made all but the winner was on his tail when he began to hang to the right, which was compounded when Jamie Spencer switched the stick to his left hand. He couldn't quite hold on but it was a fine effort from this strong gelding."
"4th of 14, involved in finish | [RACE]: A rough, low-grade contest with plenty finding trouble at some stage, most notably the fourth who would have been second granted a clear passage. | [HORSE]: down in grade, was unlucky not to finish closer upped in trip, likely to have finished second if not for suffering late interference; bumped start, raced wide, mid-division, ridden home turn, good headway soon after, every chance when snatched up last ½f, not recover; still unexposed and will remain of interest."
"6th of 9, competitive | [RACE]: A sound gallop on softish ground made for a good test, Prince Alex back to the sort of form he was showing a few seasons back and encouraging first runs of the year from the third and sixth. | [HORSE]: shaped encouragingly on first outing since leaving P. Twomey (for 32,000 gns) after 18 months off, gelded in the interim and leaving the firm impression that he'll benefit from the run, still lightly raced for a 6-y-o and no surprise if this yard can get more out of him (has an entry in the Chester Cup); tracked pace, led under pressure under 3f out, headed under 2f out, no extra final 1f."
"5th of 9, competitive | [RACE]: A fairly useful handicap, albeit not an overly deep one, the winner breaking a lengthy losing run on just third start for current yard. | [HORSE]: after 5 months off, wasn't seen to best effect; raced off the pace, short of room home turn, effort when not clear run early in straight, switched approaching final 1f, kept on, never nearer; he's in the veteran stage now but is one to bear in mind with this under his belt."
"4th of 5, involved in finish | [RACE]: A steadily-run apprentice contest and the form has a muddling look to it, the thriving winner scoring with more in hand than the margin suggests. | [HORSE]: produced a laboured effort and needs treating with some caution after this; held up, steady headway 2f out, flashed tail final 1f, one paced."
"2nd of 11, involved in finish | [RACE]: Competitive stuff, though the time was around a second slower than for the earlier division, the early pace not that strong with plenty pulling for their head, not least the winner. | [HORSE]: had a visor fitted for the first time this season and ran his best race since last year's Great St Wilfrid, recovering well after losing his pitch after a couple of furlongs; mid-field, lost place before halfway, headway over 2f out, ridden approaching 1f out, ran on; he's potentially well treated at present, this his lowest turf mark for over 4 years, no surprise if he takes advantage before much longer."
"Won | [RACE]: A maximum field for the race that brings the curtain down on the Dante Festival and it was a fiercely competitive affair, 5 of them last-time-out winners, and all bar one finished in the first 6; the pace was brisk from the outset and it set up for those from mid-field or further back, veteran Mums Tipple not only faring easily the best of those who raced prominently but best of all, going at least 4 lengths clear at one stage before a penalised pair who’d avoided any trouble by challenging near side short through to wear him down close home, this not anywhere near as messy as the 3-y-o handicap over this trip on Wednesday but it still including a few hard-luck stories, notably the fourth and last year’s winner. | [HORSE]: is improving in leaps and bounds since her recent stable switch, overcoming the rise in class (penalised for last weekend's success) to make it 2-2 for this yard - one which excels with new recruits - displaying a fine turn of foot, still with just a couple behind her halfway up the straight; waited with, still plenty to do over 2f out, met some trouble over 1f out, rapid headway out wide entering final 1f, edged left, led close home, won very readily; holds an couple of entries early next week and she'll take some beating under another penalty in either of those."
"5th of 10, involved in finish | [RACE]: A useful sprint handicap run at a strong gallop courtesy of Lihou, the winner coming from well back to win the race for the second successive year. | [HORSE]: caught the eye with her finish down in class after her rider got his reins a little jumbled for a few strides as they made progress."
"3rd of 9, fairly beaten | [RACE]: A field made up almost exclusively of 3-y-os and it seems sure to prove good form for the grade despite a couple of disappointments on the day, the winner well suited by the increased test of stamina; due to damage sustained to the stalls following the opening contest on the card, this and subsequent races were flag starts. | [HORSE]: had made up into a smart chaser this year for W. P. Mullins (sold 100,000 gns) and shaped encouragingly enough back on the level (successful on the last of 3 starts in French maidens at 3 yrs) for her new yard, likely to need more of a test (stays 3¼m over jumps) to show her best in this code; waited with, steady progress from 4f out, edged right 2f out, took third inside final 1f, kept on."
"18th of 19, well beaten | [RACE]: The top-weight was racing from a 10 lb lower mark than the official ceiling but it was still an exceptionally strong running of this long-standing and extremely valuable 3-y-o handicap, this perhaps the deepest renewal for some time in fact, the majority stepping up in trip, over half of the field handicap debutants and as many as 9 of them last-time-out winners, the first 2 from the last-named camp; as tends to be the case in middle-distance events here high draws came to the fore, though the highly progressive pair that led them home charted rather different paths, the runner-up electing to stay wide early before taking up a prominent pitch, whilst the winner stayed out there throughout and adopted a much more patient approach; the gallop wasn’t as strong as the following Ribblesdale – they reached the 3f pole around a second slower in this – but it was still a well-run affair, it proving difficult for those in the second half of the field to land a major blow, however, the exciting winner worth marking up plenty as a result, as are Sing Us A Song and Daiquiri Bay who fared best of those from right out the back. | [HORSE]: , a stablemate of the runner-up, dropped away disappointingly soon after turning into the straight."
"5th of 10, fairly beaten | [RACE]: A modest maiden handicap in which the winner came from well off a sound pace, the runner-up shaping well in faring best of those ridden prominently. | [HORSE]: was hassled up front and had nothing more to give when the challengers arrived. Sam James dropped his hands shortly before the winning post and told the stewards that in his opinion fourth-placed Wurkin Ninetofive had already passed him when he stopped riding. His explanation was noted."
"11th of 12, well beaten | [RACE]: A biggish field but a lowly grade and few of these are of much interest at all, prompting a relatively cautious view of what the first 2 achieved in coming clear, the timefigure only very ordinary after all. | [HORSE]: remains with one standout effort this year, and his temperament looks dubious on the back of this; prominent, starting to weaken when short of room briefly around 3f out, downed tools."
"6th of 10, competitive | [RACE]: Those held up failed to land a blow - a few missed lost ground in the flag start - but this still looks good form for the grade, an improver showing a good attitude to hold off a pair who arrived on the back of a win, another recent scorer completing the frame. | [HORSE]: was strong in the betting and is best not judged on this, things going wrong from an early stage; slowly into stride, in rear, hampered after 2f, steady progress 2f out, stayed on gradually, never dangerous."
"2nd of 9, involved in finish | [RACE]: A fair 3-y-o handicap on balance, the winner going one better than last time after having a better run through than the less-experienced second. | [HORSE]: ridden by good-value claimer on handicap debut, wasn't seen to best effect, struggling for room while the winner charted a clear passage, then showing his inexperience once in the clear; in touch, short of room over 1f out, forced to switch final 1f, ran green and hung left, kept on; he shouldn't be long in going one better."
"6th of 13, competitive | [RACE]: A competitive handicap which was truly run and has a strong look to it with those in the frame coming a little way clear, the first 2 both making their ground deep on the track from low draws and the runner-up could take higher order if building on this reappearance. | [HORSE]: had been struggling on turf and didn't fire back on all-weather, not getting the clearest of runs but still finding less than looked likely even once in the clear; held up, headway when not clear run over 1f out, switched final 1f, effort flattened out."
"12th of 13, well beaten | [RACE]: This wasn't as competitive as it looked beforehand, plenty behind the pair who pulled clear not on their game, but the efforts of that leading duo look solid enough, both having run well when last seen. | [HORSE]: who won on his final start for Andrew Balding (sold for 46,000 gns), was upped in grade, ridden more patiently and against his elders for the first time 5 weeks on, and offered little; dwelt, raced off the pace, ridden soon after halfway, never a threat."
"4th of 7, involved in finish | [RACE]: Rule 4 10p in £ applies to all SPs A handicap in which more than half of the field were 3-y-os, and one of the 2 most interesting of those showed improved form to come out on top under a positive ride, the other proving to be a disappointment; Flamenco Fan was withdrawn having been unruly in the stalls. | [HORSE]: returned to form in first-time cheekpieces, the drop in trip suiting well, worth rating as though finishing a little closer too, his rider stopping riding late on with a bandage on Secret Strength's left fore having come loose; mid-division, headway over 2f out, switched over 1f out, held when short of room final 100 yds."
"4th of 10, involved in finish | [RACE]: Probably good form for the grade, with a progressive winner chased home most closely by a pair that had recently switched stables. | [HORSE]: without a tongue strap this time, wasn't seen to best effect but continues to prove expensive to follow, his losing clear evidence of one that needs delivering to perfection; slowly into stride, in rear, had to pick way through straight, never nearer."
"Won | [RACE]: A well-contested fillies' handicap and the form should work out, a pair in top form clear of one that had a luckless passage, Absolute Queen giving WIlliam Buick a 4-timer on the card. | [HORSE]: followed up her Bath success from a 4 lb higher mark, seeing the further trip out well given she was plenty keen enough early on; handy, not settle fully, going well when not clear run over 2f out, quickened to lead approaching final 1f, joined soon after, edged ahead again post."
"2nd of 12, fairly beaten | [RACE]: Quite an open handicap on paper but it proved anything but, Without Compromise looking full value for a big step forward, even if he was quite well positioned and avoided the trouble that befell a few of those behind caused mainly by the hanging Molinari. | [HORSE]: had been in a malaise under both codes since returning from a break in October but got right back on track in first-time tongue strap, unlucky not to finish closer, too, not that he'd have got close to the ready winner even so; mid-field, no room from over 2f out, got gap inside final 1f, ran on and took second final 50 yds."
"10th of 12, well beaten | [RACE]: A fairly useful handicap on balance for what is a prestigious prize in the lady amateur ranks, one of the few progressive ones first across the line but disqualified due to his rider's overuse of the whip; the early pace was ordinary but picked up far enough out to ensure there wasn't much advantage one way or another, trouble in running for Chillingham deciding the order in which the first 2 passed the post for all My Dream World's jockey had problems of her own early on. | [HORSE]: in a change of headgear, has possibly gone off the boil a shade after a productive April; raced off the pace, struggling under 3f out, never dangerous."
"2nd of 9, involved in finish | [RACE]: A good pot for a 0-90 and in-form sorts led them home, the thoroughly likeable winner battling well to deny the favourite who is chasing a valuable Sunday Series bonus. | [HORSE]: less exposed than the rest, especially so as a stayer, is in the form of his life and went agonisingly close to collecting a £100,000 bonus for 3 wins in a season in the Sunday Series, Evaluation having suffered the same fate in 2022; dwelt, in touch, pushed along over 2f out, led briefly 2f out, stuck to task; he'll get another chance at Pontefract later in the month and will surely go there with leading claims once more, the stiff nature of the track likely to be right up his street."
"14th of 14, well beaten | [RACE]: Unsurprisingly for a backend handicap run on bad ground, there were a few disappointments, but the form still appeals as reasonable, the winner confirming himself back in good heart, chased home by one who has quickly found his feet for a new yard and a couple who haven't had much racing, this quartet pulling a little way clear. | [HORSE]: stopped quickly under conditions that should have suited but he was found to have bled from the nose."
"Won | [RACE]: An ordinary handicap, but it did go to an unexposed type who asserted well late on having still looked a touch green when first asked for her effort. | [HORSE]: had three quick runs over further last month and she left those well behind dropped in trip and switched to a low-grade handicap for the first time. She still looked green under pressure, lugging right from over 1f out, but she was strong through the line and won going away. This looks solid form for 0-55 company and she could be the type to run up a sequence."
"8th of 9, well beaten | [RACE]: A tight finish saw the first 3 home separated by little more than a neck at the line, the runner-up just failing in her bid to follow a recent success and splitting a pair that still have plenty of untapped potential. | [HORSE]: prominent in the betting in first-time cheekpieces, was messed about a bit at the start but was on and off the bridle throughout."
"4th of 12, involved in finish | [RACE]: A race shaped by an overly-strong pace, the front 2 coming from rear out wide to pick up a group who'd been racing for about 2f already. | [HORSE]: seemed undone by a 4lb rise in his hat-trick bid, needing no excuses. He's started well for this stable and should remain competitive."
"4th of 7, fairly beaten | [RACE]: The winners of the previous 2 renewals of this fairly useful event came firmly to the fore, one that had fallen in the weights benefiting from the fitting of headgear and also racing closest to the stand rail, the places completed by a 3-y-o; there was some interference 2f out with Intervention and Urban Sprawl most affected but it had little impact on the result in truth; as per the preceding event over this distance, the stalls were moved forward approximately 30 yds due to a patch of false ground, the remaining race on the card over a longer trip abandoned as a result. | [HORSE]: ran a typical race, ending up more towards the centre and away from the stand rail, worth repeating that a return to sprinting may be beneficial; raced wide, soon steadied, typically took strong hold, ridden when forced to switch under 2f out, steady progress 1f out, never on terms."
"8th of 17, well beaten | [RACE]: An exposed bunch but the form of a soundly-run amateur riders' event makes plenty of sense. | [HORSE]: very easy to back, ultimately finished well held having a rare turf start, the outing probably needed after 7 months off; tracked pace, not clear run briefly 3f out, carried head awkwardly, dropped away."
"11th of 12, competitive | [RACE]: A competitive handicap, with the field congregating on the near-side rail, the front pair 3-y-os with fewer miles on the clock than most, those 2 up there throughout and clear of any trouble, while several further back weren't seen to anything like best effect. | [HORSE]: was another who ran into traffic problems on the stands' side and finished without being asked a question. This was an opportunity missed given he was 7lb well in at the weights."
"2nd of 7, involved in finish | [RACE]: A competitive handicap for the grade, though one run at just a modest gallop, the pair who battled out the finish always handy. | [HORSE]: an in-form mare going back up in trip, battled all the way to the line. She would have won this but for hanging persistently and is capable of scoring again off this sort of mark."
"6th of 8, well beaten | [RACE]: A handicap blown open by a strong gallop under testing conditions, the favourite soon floundering, and the result might well have been different had Morris not switched off the inside, the winner taking advantage of the gap that had been vacated. | [HORSE]: in first-time cheekpieces after 9 weeks off, was very tight in the betting making turf debut but ran no sort of race; dived right leaving stalls, soon behind and badly outpaced, laboured headway over 1f out, effort flattened out."
"Won | [RACE]: Very much the type of race that would produce a different result were it to be run again, the field finishing in a heap, a couple of the more likely sorts below their very best and an unreliable sort edging home by the skin of her teeth. | [HORSE]: is an all-or-nothing character, but boasts a decent strike rate for all her foibles and pulled another victory out of the bag by the narrowest of margins, notching up a third C&D success in the process; dwelt, close up, typically took strong hold, every chance entering final 1f, carried head bit awkwardly, edged ahead post; she's unproven on the all-weather and is just as likely to run poorly next time as back this up."
"4th of 13, involved in finish | [RACE]: Typically just modest form in this 0-50, but it looks reliable form for the grade, underpinned by a strong gallop, Atrafan never far away and holding off some strong finishers, the runner-up theoretically unlucky, but the architect of his own downfall. | [HORSE]: most versatile trip-wise, did well to finish as close as this after being short of room at a crucial stage. The return to further should suit but this habitual slow-starter has had a stack of chances since her last win in 2020."
"6th of 9, competitive | [RACE]: A low-grade nursery with a contested pace, the favourite picked off late on by an improver from the rear, the closing sectionals suggesting he was even better than the result . | [HORSE]: well backed, wasn't seen to best effect making handicap debut over 1f shorter trip; in touch, short of room from 2f out, not quicken final 1f, not unduly punished; remains capable of better."
"12th of 12, well beaten | [RACE]: A fairly useful 3-y-o handicap with no great depth to it, but there is plenty to recommend the first 3, the winner travelling strongly and finding enough to edge out a fellow improver; the action unfolded down the centre, the third staying on well up the near rail. | [HORSE]: gelded since last seen, progressed well last year but stopped quickly on first outing since leaving Jane Chapple-Hyam after 7 months off (sold for 30,000 gns); mid-field, pushed along 2f out, folded tamely."
"2nd of 12, involved in finish | [RACE]: This race is often a rich source of good 3-y-o handicap winners, and this year's contest - a deep one on paper - looks likely to prove no different, with the winner - one of 3 in the race with a classic entry - producing a really likeable effort from the front to score in a good time. | [HORSE]: ran well after six months off, just unable to see through his challenge. He should progress some more."
"3rd of 18, involved in finish | [RACE]: A big-field contest, though one ran at a start-stop gallop, the field fanning almost the width of the track in the straight with those who came near side dominating the finish, one fought out between a handicap debutant and a progressive last-time-out winner with the former just holding on, whilst those on the other wing can have their efforts either upgraded or excused. | [HORSE]: fared best of those to race prominently and she can win again back at 1m2f."
"Won | [RACE]: A strong gallop favoured those who came from mid-field or further back, but Raging Raj still did well to pull this out of the fire having met a fair bit of trouble. | [HORSE]: up 4lb for a narrow defeat on his handicap debut, was a real standout in the paddock and justified strong market support, doing remarkably well to win, having been repeatedly checked in his run from over 2f out. He should be capable of adding to this success."
"5th of 13, involved in finish | [RACE]: The pattern on the afternoon for coming stand side in the straight was well established by this race and a high draw was a help as a result, those that raced more towards the centre from low draws knowing their fate a long way out. | [HORSE]: a stablemate of the fourth, did well to get the lead having reared when the stalls opened. He went well for a long way, getting back on track following a poor effort behind Delegate This Lord here last time."
"7th of 11, well beaten | [RACE]: A couple of these pulled clear, the winner having his first run for a new stable and the runner-up a recent winner, so they are worth viewing positively, with the third a reliable sort. | [HORSE]: has been keen on occasions but was simply far too free in first-time visor (wore cheekpieces last 3 starts); led, refused to settle, headed under 2f out, weakened, did too much too soon."
"6th of 12, fairly beaten | [RACE]: A standard 3-y-o handicap which saw the second respond well to an aggressive ride, but the progressive favourite came through to score by a clear margin for the second time in a row. | [HORSE]: well backed, shaped better than the bare result; dwelt, raced wide, raced off the pace, headway 1f out, effort flattened out, left poorly placed; not one to write off."
"2nd of 8, involved in finish | [RACE]: A sprint handicap blown apart by the classy winner, Cover Up quickening right away from exposed rivals. | [HORSE]: has been in great form of late and ran another solid race. He simply bumped into one who's a level above."
"2nd of 7, involved in finish | [RACE]: A nursery featuring 3 last-time-out winners, as well as others than came here on the back of a good run, and likely to be form to view reasonably positively; the field raced up the centre, except for Pacifica Pier, who raced solo up the stand rail. | [HORSE]: was unable to complete the hat-trick back under a fully-fledged rider, but he didn't really have the rub of the green and ran well in defeat, coming through for second late on but finding the winner pulling out extra; short of room soon after start, in rear, shaken up under 3f out, headway over 1f out, took second well inside final 1f, kept on; he's likely to go well again."
"20th of 20, well beaten | [RACE]: Only the second running of this competitive event, though with the market leaders disappointing and - unsurprisingly with the exclusion of 3-y-os - improvers thin on the ground, it's no more than useful form, the race itself similar in many ways to last year, a well-run contest but it proved hard for many to make inroads from the rear, high draws also predominantly coming to the fore, no coincidence that they were able to avoid the scrimmaging towards the inner, the fourth shaping a bit better than the distance beaten suggests, as did Farhh To Shy further back. | [HORSE]: arrived with a positive profile and was sent off favourite, but clearly wasn't 100% on the day; dwelt, soon in touch, ridden 3f out, weakened 2f out, eased final 1f."
"5th of 10, fairly beaten | [RACE]: A basement-grade affair in which the short-priced favourite proved bitterly disappointing and only the first 2 home bettered poor form. | [HORSE]: lost all chance at the start so ran a decent race in the circumstances. She has previously got upset in the stalls and still has issues with them but has the ability to win a minor race if breaking on terms."
"2nd of 13, involved in finish | [RACE]: A useful contest than unfolded towards the stand rail, the pair that pulled clear - namely the sole last-time-out winner and one that had plummeted in the weights - both drawn high but it seemed a level playing field, the latter one to note now that he's back on track, this very much his time of year. | [HORSE]: , down in trip and returned to soft ground, has dropped 16lb since March and posted his best effort of the year in the first-time blinkers. He pulled clear of the rest and, as he's won from this trip to a mile, should have plenty of options."
"3rd of 6, fairly beaten | [RACE]: The favourite may have failed to meet expectations in this handicap, leaving the door open for Diderot, but it was still hard not to be impressed with the manner of his success, powering clear off an ordinary gallop. | [HORSE]: making handicap debut, proved to be a disappointment; chased leader, not settle fully, got gap early in straight, every chance over 1f out, found less than looked likely; he looks worth a try in a hood to help him settle, but it could be that his standout effort, which came on heavy ground, flatters him slightly."
"7th of 11, well beaten | [RACE]: Form to take with a pinch of salt, the first 2 home seemingly helped by racing closest to the stand-side rail, while those that stayed in the centre were never in it and ended up well beaten. | [HORSE]: is best forgiven this run, one of several in the centre that had little chance; raced on worst of ground, mid-field, ridden over 2f out, made no impression, left poorly placed."
"5th of 5, competitive | [RACE]: An intriguing 3-y-o event despite the lack of numbers and it was taken apart in the final 1f by a well-backed handicap debutant, Dance In The Storm worth marking up even further after overcoming the run of the race. | [HORSE]: looked to have been let off lightly by the handicapper with his Kempton success starting to work out well, but was easy to back and failed to find the required turn of foot after bagging an uncontested lead, the return to firmer ground a possible factor (has a rounded action); dictated, kicked on over 2f out, headed over 1f out, one paced; in top hands and remains with potential."
"3rd of 13, involved in finish | [RACE]: It was only Austrian Theory's late progress that prevented a clean sweep of the places for 3-y-os and this has the hallmarks of very solid form, the first 4 all interesting for one reason or another and a little way clear of last year's winner, with the highly progressive Crowd Quake not seen to anything like best effect a place further back. | [HORSE]: attracted support and would likely have finished a clear second had he enjoyed better luck. Although he's not won since his debut, he's capable of winning races from this sort of mark."
"7th of 11, fairly beaten | [RACE]: A basement-level minor event, but at least 3 of the 4 who pulled a little way clear arrived in good form. | [HORSE]: who'd had a breathing operation, might have needed the run after 9 weeks off; dwelt, raced off the pace, forced very wide entering straight, right cheekpiece came loose under 2f out, kept on."
"2nd of 9, involved in finish | [RACE]: Low-grade fare in which an unconsidered handicap debutante edged out the well-backed favourite, the pair drawing clear of the sole previous winner in the field late on. | [HORSE]: was well backed down in grade and duly ran his best race but, not for the first time, looked a tricky customer; close up, travelled smoothly, upsides 2f out, carried head awkwardly/looked hesitent, edged out close home."
"4th of 5, competitive | [RACE]: Not exactly a deep race but bits and pieces of form to think it wasn't bad for the grade, though with the caveat that the pace was slow and conditions had already got very testing by this stage of the card. | [HORSE]: upped in trip, was really well backed but couldn't reward that weight of money, already starting to come off second or third best when impeded; missed the break, mid-field, not settle fully, upsides under 4f out, struggling to quicken with winner when hampered on far rail over 1f out, not recover; perhaps he's better ridden more positively like he was in a much warmer race at Sandown."
"9th of 10, well beaten | [RACE]: An ordinary timefigure tempers enthusiasm a little but otherwise there are good reasons to think this is strong form, with 2 progressive and prolific types pulling well clear in the final 1f. | [HORSE]: found this too competitive from out the handicap, a fillies 0-75 likely to be a better environment to test her effectiveness on turf; prominent, lost place 2f out."
"8th of 14, competitive | [RACE]: A fairly useful handicap in which the pace was on the modest side, the hold-up horses struggling to land a blow, but the form looks solid, several that are down to workable marks finishing in behind the back-to-form winner. | [HORSE]: wasn't seen to best effect; poorly drawn, raced wide, in touch, ridden 3f out, weakened final 1f, not ideally placed."
"3rd of 12, involved in finish | [RACE]: A basement-grade contest that unfolded into a dash up the straight, the winner overcoming the run of things from the rear. | [HORSE]: a winner over 1m4f here in January, was sent off a well-backed favourite. Having travelled strongly, it looked as though his supporters would be rewarded once he was sent on, but he was swamped by a couple of stronger finishers. It would be harsh to suggest that the longer trip found him out."
"3rd of 7, involved in finish | [RACE]: A low-grade handicap, the first 3 all having been in the frame in the same race at Chelmsford earlier in the month, the longer trip and a good ride seeing Dibble Dabble comprehensively reverse form with the other pair. | [HORSE]: had beaten the first 2 last time but had nothing like so much in his favour here, a lot going wrong over 2f longer trip and he's certainly not one to write off from this mark; prominent, travelled fluently, hampered 5f out, going well but no room and shuffled back over 2f out, headway when rider dropped whip 1f out, kept on; will remain of interest."
"5th of 9, well beaten | [RACE]: This got a little messy late on with a couple inconvenienced, most notably the second, but she'd still have struggled to match the improved winner, who quickened up nicely from off the pace on just second start for a new yard. | [HORSE]: back down in trip for her handicap debut, endured a nightmare passage against the inside rail and is worth another chance."
"Won | [RACE]: All the money was for the winner and he took control of a well-run race entering the final 1f, the runner-up a clear best of the rest but with too much ground to make up from last. | [HORSE]: finished third behind a couple of smart performers on his debut and only previous AW start. He arrived on the back of a solid effort at Beverley, and stepped up here, travelling nicely in behind the pace and quickening up well to take over in the straight. He did flash his tail under pressure but saw it out, and there's likely more to come on the AW."
"7th of 16, competitive | [RACE]: Everything a big-field 3-y-o sprint handicap should be, run at strong pace with most having their chance, Up The Pace causing a shock as he held off the second favourite in determined fashion; the field came as one down the centre and the draw had little impact. | [HORSE]: failed to repeat last effort back on turf, Kiniro doing little for that form as well though a position on the far wing is rarely ideal in big fields here; dived left leaving stalls, held up, headway over 2f out, not sustain effort."
"9th of 10, well beaten | [RACE]: A fair handicap in which the unexposed winner found sufficient improvement to just hold off one who has refound some form of late having dropped a long way in the weights. | [HORSE]: failed to build on the promise of last 2 runs but wasn't seen to best effect from the widest stall; steadied at the start, raced wide, held up, pushed along early in straight, not quicken; he's not one to write off at potentially big odds next time."
"Won | [RACE]: A weak handicap overall but it went to one that's thriving at present, Porfin doing well to come from what looked an unpromising position. | [HORSE]: has thrived since joining this yard and took advantage of a good bit of placing to make it 3 wins from his last 4 starts, certainly not getting things his own way as he did over 7f last time, doing well to get up having looked to have a mountain to climb turning in; in rear, ridden home turn, still plenty to do approaching final 1f, stayed on to lead final 50 yds, had bit in hand; will continue to take all the beating."
"6th of 9, involved in finish | [RACE]: A few of these are of interest for the level, and it could well produce winners, but it was quite messy on the night and the bare form isn't the most reliable, the fifth and sixth unlucky not to finish closer. | [HORSE]: who got a bump at the start and was keen towards the back early on, didn't have the race run to suit, so it was a good effort to finish as close as he did. Hopefully the first-time blinkers weren't wasted."
"7th of 23, fairly beaten | [RACE]: This was just the fifth ever running of this handicap and only the second on the straight course; the key feature of this year’s renewal was a pronounced track bias, with those in the near side group holding a significant advantage given they were already appreciably ahead of their far side counterparts well before halfway, the imbalance obviously rendering the race less competitive, with only one runner from the far side group managing to finish in the top half of the field; that said, the winner’s performance was still well up to standard in the context of the race’s short history, and the overall time compared favourably with the preceding Hunt Cup. | [HORSE]: who'd won over C&D in May, was all the rage to be this year's first royal winner but was done for a change of gear then hung when feeling the pinch. She still retains the potential to do better."
"2nd of 5, involved in finish | [RACE]: A handful of exposed older horses with mixed records made for a very weak handicap for the level. | [HORSE]: wasted no time getting back on track in a race that went more his way, not lying down even though he'd again taken charge of his claimer; made running, took strong hold, drew clear before halfway, closed down straight, shaken up 2f out, worn down only late on."
"Won | [RACE]: A fairly useful handicap, with the last 2 winners of the race again on show, and one of them came out on top again under a good ride. | [HORSE]: who won this race from 5 lb higher 2 years earlier, confirmed the promise of his Pontefract second, going one better under a good front-running ride; broke fast, raced clear, closed down 2f out, ridden over 1f out, headed briefly and looked sure to be swamped, found extra."
"14th of 15, well beaten | [RACE]: Those drawn in double figures had little chance the way this panned out, the action developing down the centre, with the consistent winner doing it in cosy fashion to lead home a 1-2 for the Iain Jardine stable. | [HORSE]: hasn't been in much form but had little chance from a poor draw this time, also reported to have bled from the nose; raced off the pace, never involved."
"3rd of 10, involved in finish | [RACE]: Farcical scenes early on with Neil Callan riding a finish after 5 furlongs of this 2-mile contest, but the 3 that came to the fore are all going the right way at this trip so that gives the form some substance, even if the second could have been quite a bit closer with a clearer run. | [HORSE]: was more competitive on this switch to modest handicaps, albeit he didn't have any real excuses. He is in good hands to carry on progressing."
"6th of 19, involved in finish | [RACE]: A typically-competitive renewal of this fillies' sprint handicap, the draw not having as much of an effect as it often can in sprints here, the field spread across the track with the speedy Eclairage towing those drawn high into it, while the admirable Luna A Inbhir Nis gave a good lead to those drawn lower, the race essentially setting up for those ridden with a touch of patience, a Ryan Moore masterclass putting the winner's head in front on the line, while those 2 aforementioned prominent racers emerged with plenty of credit, the form looking solid all round. | [HORSE]: wasn't disgraced, finding the race panning out more to her strengths this time and finishing to good effect, but essentially left with a bit too much to do even in a strongly-run contest; in rear, still last over 1f out, ran on late, nearest at the finish."
"8th of 13, competitive | [RACE]: Reasonably solid form for the level, the winner finally getting off the mark having improved this season, while the runner-up was building on a fair effort from the time before, the race given substance by the timefigure. | [HORSE]: wasn't seen to best effect, giving plenty of early ground away after her rider opted to angle sharply right leaving the stalls; switched soon after start, held up, hung left but plugged on final 1f, never nearer, left poorly placed."
"2nd of 9, involved in finish | [RACE]: A fair handicap run at a sound pace, the winner belatedly carrying his early-season improvement on all-weather back to turf, though fortunate on the day given the trouble the runner-up found. | [HORSE]: , beaten at odds-on from this mark last time, had to weave in and out looking for room and, despite a strong finish once in the clear late, he just ran out of time. He looked unlucky and remains a 4yo on the up."
"3rd of 7, fairly beaten | [RACE]: This had an open look to it and a close contest seemed likely as late as 1f out, the race messy to that point, with the field close against the rail, but the winner with a clear run on the outside soon settled matters. | [HORSE]: wasn't seen to best effect back in handicap company, caught behind a wall of horses from 2f out until inside the final 1f and then hit over the head with a rival's whip, but he was also left behind by the principals late on, undone by the combination of bad ground and racing in typically enthusiastic style; he could be the type to benefit from a gelding operation."
"7th of 14, involved in finish | [RACE]: This isn't a handicap from which to draw firm conclusions, the field staying towards the far rail in the straight and things getting very congested, most of the field meeting trouble at some point to one degree or another, the steady gallop just exacerbating matters and also placing the emphasis on speed, 3 of the first 4 home all stepping up in trip, Perfect Part, Eve's Boy and Gallant topping the list of those who looked unlucky on the day. | [HORSE]: was stuck behind horses and swamped on this handicap debut. He'll be well worth another chance."
"8th of 11, involved in finish | [RACE]: This looked competitive beforehand and the finish was compacted further because of the muddling tempo, Emperor Spirit able to dictate and just holding on with them in a heap in behind, those hold up not seen to best effect with Walking On Clouds arguably the most unfortunate, the form unlikely to prove solid. | [HORSE]: has bundles of ability but he doesn't help himself, again pulling hard. He ran into a number of dead ends in the straight with his rider accepting the situation in the final 100 yards. He can win a nice prize when things pan out favourably but he's one to tread carefully with."
"Won | [RACE]: A decidedly useful handicap that saw a couple of upwardly-mobile types fill the first 2 places, and both are likely to remain of interest; the gallop was fair at best. | [HORSE]: back down in trip after 8 weeks off, having been gelded during that break, and got back on the up; chased leader, settled better than last time (went with zest), loomed up 2f out, produced to lead soon after, tackled final 1f, kept going well; his Goodwood run aside his profile is most progressive and he'll remain of interest, either this backend or as a 4-y-o, possessing the scope to do better still next year (good-topped gelding)."
